Unique_ID,Treaty,provision,actorholder,action,actoraffected,natural_language_sentence
BBNJ_M177,BBNJ,"BBNJ, Article 57",Disputing Parties,"Duty: Shall settle disputes by peaceful means (negotiation, inquiry, mediation, conciliation, arbitration, judicial settlement, regional arrangements, or other peaceful means).",Disputing Parties,"Under Article 57 of the BBNJ, Disputing Parties has a duty towards Disputing Parties, to settle disputes by peaceful means (negotiation, inquiry, mediation, conciliation, arbitration, judicial settlement, regional arrangements, or other peaceful means)."
BBNJ_M178,BBNJ,"BBNJ, Article 58",Disputing Parties,Liberty: May agree at any time to settle a dispute by any peaceful means of their own choice.,Disputing Parties,"Under Article 58 of the BBNJ, Disputing Parties has a duty towards Disputing Parties, to agree at any time to settle a dispute by any peaceful means of their own choice."
BBNJ_M179,BBNJ,"BBNJ, Article 59",Disputing Parties,Liberty: May refer a technical dispute to an ad hoc expert panel established by them.,Disputing Parties,"Under Article 59 of the BBNJ, Disputing Parties has a duty towards Disputing Parties, to refer a technical dispute to an ad hoc expert panel established by them."
BBNJ_M180,BBNJ,"BBNJ, Article 60",Disputing Parties,Duty: Shall settle disputes in accordance with the procedures provided for in Part XV of the Convention.,Disputing Parties,"Under Article 60 of the BBNJ, Disputing Parties has a duty towards Disputing Parties, to settle disputes in accordance with the procedures provided for in Part XV of the Convention."
BBNJ_M181,BBNJ,"BBNJ, Article 60",Contracting Party,"Power: May choose, by written declaration, one or more procedures (ITLOS, ICJ, Annex VII arbitration, Annex VIII special arbitration) for dispute settlement.",Disputing Parties,"Under Article 60 of the BBNJ, Contracting Party has a duty towards Disputing Parties, to choose, by written declaration, one or more procedures (ITLOS, ICJ, Annex VII arbitration, Annex VIII special arbitration) for dispute settlement."
BBNJ_M182,BBNJ,"BBNJ, Article 61",Disputing Parties,Duty: Shall make every effort to enter into provisional arrangements of a practical nature pending settlement of the dispute.,Disputing Parties,"Under Article 61 of the BBNJ, Disputing Parties has a duty towards Disputing Parties, to make every effort to enter into provisional arrangements of a practical nature pending settlement of the dispute."
BBNJ_M183,BBNJ,"BBNJ, Article 62",Contracting Party,Duty: Shall encourage non-parties to this Agreement to become Parties thereto.,Non-Parties,"Under Article 62 of the BBNJ, Contracting Party has a duty towards Non-Parties, to encourage non-parties to this Agreement to become Parties thereto."
BBNJ_M184,BBNJ,"BBNJ, Article 63",Contracting Party,Duty: Shall fulfil obligations in good faith and exercise rights in a manner that would not constitute an abuse of right.,Other Contracting Parties,"Under Article 63 of the BBNJ, Contracting Party has a duty towards Other Contracting Parties, to fulfil obligations in good faith and to exercise rights in a manner that would not constitute an abuse of right."
BBNJ_M185,BBNJ,"BBNJ, Article 64",Contracting Party,Liberty: May vote (one vote per Party).,COP,"Under Article 64 of the BBNJ, Contracting Party has a duty towards COP, to vote, with one vote per Party."
BBNJ_M189,BBNJ,"BBNJ, Article 69",Non-Parties,"Power: May apply the Agreement provisionally by written notification at the time of signature or of deposit of an instrument of ratification, approval, acceptance or accession.",Other Contracting Parties,"Under Article 69 of the BBNJ, Non-Parties has a duty towards Other Contracting Parties, to apply the Agreement provisionally by written notification at the time of signature or of deposit of an instrument of ratification, approval, acceptance or accession."
BBNJ_M190,BBNJ,"BBNJ, Article 70",Contracting Party,Disability: Cannot make reservations or exceptions to this Agreement unless expressly permitted by other articles.,Other Contracting Parties,"Under Article 70 of the BBNJ, Contracting Party has a duty towards Other Contracting Parties, not to make reservations or exceptions to this Agreement unless expressly permitted by other articles."
BBNJ_M191,BBNJ,"BBNJ, Article 71",Contracting Party,Disability: Declarations or statements shall not purport to exclude or modify the legal effect of the Agreement’s provisions.,Other Contracting Parties,"Under Article 71 of the BBNJ, Contracting Party has a duty towards Other Contracting Parties, to ensure that declarations or statements do not purport to exclude or modify the legal effect of the Agreement’s provisions."
BBNJ_M192,BBNJ,"BBNJ, Article 72",Contracting Party,Power: May propose amendments by written communication addressed to the Secretariat.,Secretariat,"Under Article 72 of the BBNJ, Contracting Party has a duty towards Secretariat, to propose amendments by written communication addressed to the Secretariat."
BBNJ_M193,BBNJ,"BBNJ, Article 72",Secretariat,Duty: Shall circulate proposed amendments to all Parties.,Contracting Party,"Under Article 72 of the BBNJ, Secretariat has a duty towards Contracting Party, to circulate the proposed amendments to all Parties."
BBNJ_M194,BBNJ,"BBNJ, Article 72",COP,Power: May adopt amendments in accordance with Article 47.,Contracting Party,"Under Article 72 of the BBNJ, COP has a duty towards Contracting Party, to adopt amendments in accordance with Article 47."
BBNJ_M195,BBNJ,"BBNJ, Article 73",Contracting Party,Power: May denounce this Agreement by written notification; denunciation takes effect after the specified period.,Other Contracting Parties,"Under Article 73 of the BBNJ, Contracting Party has a duty towards Other Contracting Parties, to denounce this Agreement by written notification; such denunciation takes effect after the specified period."
BBNJ_M196,BBNJ,"BBNJ, Article 74",COP,Power: May amend annexes; annex procedures on proposal/adoption/entry into force apply as provided.,Contracting Party,"Under Article 74 of the BBNJ, COP has a duty towards Contracting Party, to amend annexes; the procedures on proposal, adoption and entry into force apply as provided."
BBNJ_M197,BBNJ,"BBNJ, Article 74",Contracting Party,Power: May propose an amendment to any annex for consideration at the next COP meeting.,COP,"Under Article 74 of the BBNJ, Contracting Party has a duty towards COP, to propose an amendment to any annex for consideration at the next COP meeting."
CBD_M001,CBD,"CBD, Article 3",Contracting Party,Liberty: May exploit its own resources pursuant to its own environmental policies (sovereign right).,Other Contracting Parties,"Under Article 3 of the CBD, Contracting Party has a duty towards Other Contracting Parties, to exercise its sovereign right to exploit its own resources pursuant to its own environmental policies."
CBD_M002,CBD,"CBD, Article 3",Contracting Party,Duty: Shall ensure activities within its jurisdiction or control do not cause damage to the environment of other States or of areas beyond national jurisdiction.,Other Contracting Parties,"Under Article 3 of the CBD, Contracting Party has a duty towards Other Contracting Parties, to ensure that activities within its jurisdiction or control do not cause damage to the environment of other States or of areas beyond national jurisdiction."
CBD_M003,CBD,"CBD, Article 5",Contracting Party,"Duty: Shall cooperate with other Parties (and, as appropriate, relevant organizations) for conservation and sustainable use of biological diversity.",Other Contracting Parties; Relevant Bodies,"Under Article 5 of the CBD, Contracting Party has a duty towards Other Contracting Parties; Relevant Bodies, to cooperate with other Parties and, as appropriate, with relevant organizations, for the conservation and sustainable use of biological diversity."
CBD_M004,CBD,"CBD, Article 6(a)",Contracting Party,"Duty: Shall develop national strategies, plans or programmes for the conservation and sustainable use of biological diversity.",Other Contracting Parties,"Under Article 6(a) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to develop national strategies, plans or programmes for the conservation and sustainable use of biological diversity."
CBD_M005,CBD,"CBD, Article 6(b)",Contracting Party,"Duty: Shall integrate conservation and sustainable use into relevant sectoral or cross-sectoral plans, programmes and policies.",Other Contracting Parties,"Under Article 6(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to integrate the conservation and sustainable use of biological diversity into relevant sectoral or cross-sectoral plans, programmes and policies."
CBD_M006,CBD,"CBD, Article 7(a)",Contracting Party,Duty: Shall identify components of biological diversity important for conservation and sustainable use.,Other Contracting Parties,"Under Article 7(a) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to identify components of biological diversity important for its conservation and sustainable use."
CBD_M007,CBD,"CBD, Article 7(b)",Contracting Party,"Duty: Shall monitor, through sampling and other techniques, components requiring urgent conservation measures and those offering the greatest potential for sustainable use.",Other Contracting Parties,"Under Article 7(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to monitor, through sampling and other techniques, components requiring urgent conservation measures and those offering the greatest potential for sustainable use."
CBD_M008,CBD,"CBD, Article 7(c)",Contracting Party,Duty: Shall identify processes and categories of activities likely to have significant adverse impacts on conservation and sustainable use and monitor their effects.,Other Contracting Parties,"Under Article 7(c) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to identify processes and categories of activities likely to have significant adverse impacts on the conservation and sustainable use of biological diversity, and to monitor their effects."
CBD_M009,CBD,"CBD, Article 7(d)",Contracting Party,"Duty: Shall maintain and organize data, derived from identification and monitoring activities, for use in decision-making.",Other Contracting Parties,"Under Article 7(d) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to maintain and organize data, derived from identification and monitoring activities, for use in decision-making."
CBD_M010,CBD,"CBD, Article 8(a)",Contracting Party,Duty: Shall establish a system of protected areas or areas where special measures are needed to conserve biological diversity.,Other Contracting Parties,"Under Article 8(a) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to establish a system of protected areas or areas where special measures are needed to conserve biological diversity."
CBD_M011,CBD,"CBD, Article 8(b)",Contracting Party,"Duty: Shall develop, where necessary, guidelines for the selection, establishment and management of protected areas or areas where special measures are needed.",Other Contracting Parties,"Under Article 8(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to develop, where necessary, guidelines for the selection, establishment and management of protected areas or areas where special measures are needed."
CBD_M012,CBD,"CBD, Article 8(c)",Contracting Party,"Duty: Shall regulate or manage biological resources important for conservation whether within or outside protected areas, to ensure conservation and sustainable use.",Other Contracting Parties,"Under Article 8(c) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to regulate or manage biological resources important for conservation, whether within or outside protected areas, to ensure their conservation and sustainable use."
CBD_M013,CBD,"CBD, Article 8(d)",Contracting Party,"Duty: Shall promote protection of ecosystems, natural habitats and maintenance of viable populations of species in natural surroundings.",Other Contracting Parties,"Under Article 8(d) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to promote the protection of ecosystems and natural habitats and the maintenance of viable populations of species in natural surroundings."
CBD_M014,CBD,"CBD, Article 8(e)",Contracting Party,Duty: Shall promote environmentally sound and sustainable development in areas adjacent to protected areas to further their protection.,Other Contracting Parties,"Under Article 8(e) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to promote environmentally sound and sustainable development in areas adjacent to protected areas, to further their protection."
CBD_M015,CBD,"CBD, Article 8(f)",Contracting Party,Duty: Shall rehabilitate and restore degraded ecosystems and promote recovery of threatened species.,Other Contracting Parties,"Under Article 8(f) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to rehabilitate and restore degraded ecosystems and to promote the recovery of threatened species."
CBD_M016,CBD,"CBD, Article 8(g)",Contracting Party,"Duty: Shall establish or maintain means to regulate, manage or control risks associated with the use and release of living modified organisms resulting from biotechnology.",Other Contracting Parties,"Under Article 8(g) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to establish or maintain means to regulate, manage or control risks associated with the use and release of living modified organisms resulting from biotechnology."
CBD_M017,CBD,"CBD, Article 8(h)",Contracting Party,"Duty: Shall prevent the introduction of, control or eradicate alien species which threaten ecosystems, habitats or species.",Other Contracting Parties,"Under Article 8(h) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to prevent the introduction of, and to control or eradicate, alien species which threaten ecosystems, habitats or species."
CBD_M018,CBD,"CBD, Article 8(i)",Contracting Party,Duty: Shall endeavour to provide the conditions needed for compatibility between present uses and the conservation of biological diversity and the sustainable use of its components.,Other Contracting Parties,"Under Article 8(i) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to endeavour to provide the conditions needed for compatibility between present uses and the conservation of biological diversity and the sustainable use of its components."
CBD_M019,CBD,"CBD, Article 8(j)",Contracting Party,"Duty: Shall respect, preserve and maintain TK, innovations and practices of IPLCs relevant for conservation and sustainable use, promote wider application with approval and involvement, and encourage equitable benefit-sharing.",IPLCs,"Under Article 8(j) of the CBD, Contracting Party has a duty towards IPLCs, to respect, preserve and maintain the traditional knowledge, innovations and practices of IPLCs relevant for the conservation and sustainable use of biological diversity, to promote their wider application with the approval and involvement of IPLCs, and to encourage the equitable sharing of benefits arising from the utilization of such knowledge, innovations and practices."
CBD_M020,CBD,"CBD, Article 8(k)",Contracting Party,Duty: Shall develop or maintain necessary legislation and/or other regulatory provisions for the protection of threatened species and populations.,Other Contracting Parties,"Under Article 8(k) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to develop or maintain necessary legislation and/or other regulatory provisions for the protection of threatened species and populations."
CBD_M021,CBD,"CBD, Article 8(l)",Contracting Party,Duty: Shall regulate or manage relevant processes and categories of activities where significant adverse effects have been determined.,Other Contracting Parties,"Under Article 8(l) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to regulate or manage relevant processes and categories of activities where significant adverse effects have been determined."
CBD_M022,CBD,"CBD, Article 9(a)",Contracting Party,"Duty: Shall adopt measures for ex situ conservation of components of biological diversity, preferably in the country of origin.",Other Contracting Parties,"Under Article 9(a) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to adopt measures for the ex situ conservation of components of biological diversity, preferably in the country of origin."
CBD_M023,CBD,"CBD, Article 9(b)",Contracting Party,"Duty: Shall establish and, where appropriate, maintain ex situ facilities for conservation and research.",Other Contracting Parties,"Under Article 9(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to establish and, where appropriate, maintain ex situ facilities for conservation and research."
CBD_M024,CBD,"CBD, Article 9(c)",Contracting Party,Duty: Shall adopt measures for the recovery and reintroduction of threatened species into their natural habitats.,Other Contracting Parties,"Under Article 9(c) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to adopt measures for the recovery and reintroduction of threatened species into their natural habitats."
CBD_M025,CBD,"CBD, Article 9(d)",Contracting Party,Duty: Shall regulate and manage collection of biological resources from natural habitats for ex situ conservation to avoid threats to ecosystems and in situ populations.,Other Contracting Parties,"Under Article 9(d) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to regulate and manage the collection of biological resources from natural habitats for ex situ conservation so as to avoid threats to ecosystems and in situ populations."
CBD_M026,CBD,"CBD, Article 9(e)",Contracting Party,Duty: Shall cooperate in providing financial and other support for ex situ conservation and research.,Other Contracting Parties,"Under Article 9(e) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to cooperate in providing financial and other support for ex situ conservation and research."
CBD_M027,CBD,"CBD, Article 10(a)",Contracting Party,Duty: Shall integrate consideration of conservation and sustainable use of biological resources into national decision-making.,Other Contracting Parties,"Under Article 10(a) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to integrate the conservation and sustainable use of biological resources into national decision-making."
CBD_M028,CBD,"CBD, Article 10(b)",Contracting Party,Duty: Shall adopt measures relating to the use of biological resources to avoid or minimize adverse impacts on biological diversity.,Other Contracting Parties,"Under Article 10(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to adopt measures relating to the use of biological resources to avoid or minimize adverse impacts on biological diversity."
CBD_M029,CBD,"CBD, Article 10(c)",Contracting Party,Duty: Shall protect and encourage customary use of biological resources in accordance with traditional cultural practices that are compatible with conservation and sustainable use.,IPLCs,"Under Article 10(c) of the CBD, Contracting Party has a duty towards IPLCs, to protect and encourage customary use of biological resources in accordance with traditional cultural practices that are compatible with conservation and sustainable use."
CBD_M030,CBD,"CBD, Article 10(d)",Contracting Party,Duty: Shall support local populations to develop and implement remedial action in degraded areas where biological diversity has been reduced.,Stakeholders,"Under Article 10(d) of the CBD, Contracting Party has a duty towards Stakeholders, to support local populations in developing and implementing remedial action in degraded areas where biological diversity has been reduced."
CBD_M031,CBD,"CBD, Article 10(e)",Contracting Party,Duty: Shall encourage cooperation between governmental authorities and the private sector in developing sustainable use methods.,Private Sector,"Under Article 10(e) of the CBD, Contracting Party has a duty towards Private Sector, to encourage cooperation between governmental authorities and the private sector in developing methods for sustainable use."
CBD_M032,CBD,"CBD, Article 11",Contracting Party,Duty: Shall adopt economically and socially sound measures that act as incentives for the conservation and sustainable use of components of biological diversity.,Other Contracting Parties,"Under Article 11 of the CBD, Contracting Party has a duty towards Other Contracting Parties, to adopt economically and socially sound measures that act as incentives for the conservation and sustainable use of components of biological diversity."
CBD_M033,CBD,"CBD, Article 12(a)",Contracting Party,Duty: Establish and maintain programmes for scientific and technical education and training; provide support for developing countries' needs.,Developing States,"Under Article 12(a) of the CBD, Contracting Party has a duty towards Developing States, to establish and maintain programmes for scientific and technical education and training, and to provide support for the needs of developing countries."
CBD_M034,CBD,"CBD, Article 12(b)",Contracting Party,"Duty: Promote and encourage research contributing to conservation and sustainable use, particularly in developing countries.",Developing States,"Under Article 12(b) of the CBD, Contracting Party has a duty towards Developing States, to promote and encourage research contributing to conservation and sustainable use, particularly in developing countries."
CBD_M035,CBD,"CBD, Article 12(c)",Contracting Party,"Duty: Promote and cooperate in using scientific advances to develop methods for conservation and sustainable use, consistent with Articles 16, 18 and 20.",Other Contracting Parties,"Under Article 12(c) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to promote and cooperate in the use of scientific advances to develop methods for conservation and sustainable use, consistent with Articles 16, 18 and 20."
CBD_M036,CBD,"CBD, Article 13(a)",Contracting Party,"Duty: Promote and encourage public understanding and education on biodiversity conservation, including via media and curricula.",Stakeholders,"Under Article 13(a) of the CBD, Contracting Party has a duty towards Stakeholders, to promote and encourage public understanding and education regarding biodiversity conservation, including through the media and curricula."
CBD_M037,CBD,"CBD, Article 13(b)",Contracting Party,Duty: Cooperate with other States and international organizations in educational and public awareness programmes.,Other Contracting Parties; Relevant Bodies,"Under Article 13(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties; Relevant Bodies, to cooperate with other States and international organizations in educational and public awareness programmes."
CBD_M038,CBD,"CBD, Article 14(1)(a)",Contracting Party,"Duty: Introduce EIA procedures for proposed projects likely to have significant adverse effects, with public participation where appropriate.",Stakeholders,"Under Article 14(1)(a) of the CBD, Contracting Party has a duty towards Stakeholders, to introduce environmental impact assessment procedures for proposed projects likely to have significant adverse effects, with public participation where appropriate."
CBD_M039,CBD,"CBD, Article 14(1)(b)",Contracting Party,Duty: Ensure environmental consequences of programmes and policies likely to have significant adverse impacts are duly taken into account.,Other Contracting Parties,"Under Article 14(1)(b) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to ensure that the environmental consequences of programmes and policies likely to have significant adverse impacts are duly taken into account."
CBD_M040,CBD,"CBD, Article 14(1)(c)",Contracting Party,"Duty: Promote, on the basis of reciprocity, notification, exchange of information and consultation on activities likely to affect biodiversity of other States or ABNJ.",Other Contracting Parties,"Under Article 14(1)(c) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to promote, on the basis of reciprocity, notification, exchange of information and consultation on activities likely to affect the biological diversity of other States or of areas beyond national jurisdiction."
CBD_M041,CBD,"CBD, Article 14(1)(d)",Contracting Party,"Duty: In case of imminent or grave danger or damage to biodiversity in other States or ABNJ originating under its jurisdiction/control, notify immediately potentially affected States and initiate action to prevent/minimize.",Other Contracting Parties,"Under Article 14(1)(d) of the CBD, Contracting Party has a duty towards Other Contracting Parties, in the case of imminent or grave danger or damage to biological diversity in other States or in areas beyond national jurisdiction originating under its jurisdiction or control, to notify potentially affected States immediately and to initiate action to prevent or minimize such danger or damage."
CBD_M042,CBD,"CBD, Article 14(1)(e)",Contracting Party,"Duty: Promote national emergency response arrangements and encourage international cooperation and, where appropriate, joint contingency plans.",Other Contracting Parties; Relevant Bodies,"Under Article 14(1)(e) of the CBD, Contracting Party has a duty towards Other Contracting Parties; Relevant Bodies, to promote national arrangements for emergency responses and to encourage international cooperation and, where appropriate, joint contingency plans."
CBD_M043,CBD,"CBD, Article 14(2)",COP,"Duty: Examine the issue of liability and redress, including restoration and compensation, for damage to biological diversity.",Contracting Party,"Under Article 14(2) of the CBD, COP has a duty towards Contracting Party, to examine the issue of liability and redress, including restoration and compensation, for damage to biological diversity."
CBD_M044,CBD,"CBD, Article 15(1)",Contracting Party,"Power: Determine access to genetic resources, subject to national legislation (recognizing sovereign rights).",Resource Users,"Under Article 15(1) of the CBD, Contracting Party has a duty towards Resource Users, to determine access to genetic resources, subject to national legislation, recognizing the sovereign rights of States."
CBD_M045,CBD,"CBD, Article 15(2)",Contracting Party,Duty: Create conditions to facilitate access to genetic resources for environmentally sound uses by other Parties and not impose restrictions contrary to the Convention.,Other Contracting Parties,"Under Article 15(2) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to create conditions to facilitate access to genetic resources for environmentally sound uses by other Parties, and not to impose restrictions that run counter to the Convention."
CBD_M046,CBD,"CBD, Article 15(4)",Contracting Party,"Duty: Ensure that access, where granted, is on mutually agreed terms.",Receiving Party,"Under Article 15(4) of the CBD, Contracting Party has a duty towards Receiving Party, to ensure that access, where granted, is on mutually agreed terms."
CBD_M047,CBD,"CBD, Article 15(5)",Resource-Providing Party,Power: May grant or withhold prior informed consent for access to genetic resources (unless otherwise determined).,Receiving Party,"Under Article 15(5) of the CBD, Resource-Providing Party has a duty towards Receiving Party, to grant or withhold prior informed consent for access to genetic resources, unless otherwise determined."
CBD_M048,CBD,"CBD, Article 15(6)",Contracting Party,"Duty: Develop and carry out research based on genetic resources provided by other Parties with the full participation of, and where possible in, such provider Parties.",Resource-Providing Party,"Under Article 15(6) of the CBD, Contracting Party has a duty towards Resource-Providing Party, to develop and carry out research based on genetic resources provided by other Parties with the full participation of, and where possible in, such provider Parties."
CBD_M049,CBD,"CBD, Article 15(7)",Contracting Party,"Duty: Take measures to ensure fair and equitable sharing of R&D results and benefits arising from utilization of genetic resources with the providing Party, upon mutually agreed terms.",Resource-Providing Party,"Under Article 15(7) of the CBD, Contracting Party has a duty towards Resource-Providing Party, to take measures to ensure the fair and equitable sharing of the results of research and development and the benefits arising from the utilization of genetic resources with the providing Party, upon mutually agreed terms."
CBD_M050,CBD,"CBD, Article 16(1)",Contracting Party,"Duty: Provide and/or facilitate access to, and transfer to other Parties of, relevant technologies that do not cause significant environmental damage.",Other Contracting Parties,"Under Article 16(1) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to provide and/or facilitate access to, and the transfer to other Parties of, relevant technologies that do not cause significant environmental damage."
CBD_M051,CBD,"CBD, Article 16(2)",Contracting Party,"Duty: Provide/facilitate access and transfer of technology to developing States on fair and most favourable terms, including concessional and preferential terms where mutually agreed.",Developing States,"Under Article 16(2) of the CBD, Contracting Party has a duty towards Developing States, to provide and/or facilitate access to and transfer of technology to developing States on fair and most favourable terms, including concessional and preferential terms, where mutually agreed."
CBD_M052,CBD,"CBD, Article 16(3)",Contracting Party,"Duty: Take measures so that Parties providing genetic resources are provided access to and transfer of technology making use of those resources, on mutually agreed terms.",Resource-Providing Party,"Under Article 16(3) of the CBD, Contracting Party has a duty towards Resource-Providing Party, to take measures so that Parties providing genetic resources are provided access to and transfer of technology that makes use of those resources, on mutually agreed terms."
CBD_M053,CBD,"CBD, Article 16(4)",Contracting Party,"Duty: Take measures so that the Private Sector facilitates access to, joint development and transfer of relevant technology for the benefit of developing countries, and abides by obligations in paragraphs 1–3.",Private Sector,"Under Article 16(4) of the CBD, Contracting Party has a duty towards Private Sector, to take measures so that the Private Sector facilitates access to, joint development and transfer of relevant technology for the benefit of developing countries, and abides by the obligations set out in paragraphs 1–3."
CBD_M054,CBD,"CBD, Article 16(5)",Contracting Party,"Duty: Cooperate, subject to national legislation and international law, to ensure that IPRs are supportive of and do not run counter to the Convention’s objectives.",Other Contracting Parties,"Under Article 16(5) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to cooperate, subject to national legislation and international law, to ensure that intellectual property rights are supportive of and do not run counter to the Convention’s objectives."
CBD_M055,CBD,"CBD, Article 17(1)",Contracting Party,"Duty: Facilitate exchange of information from all publicly available sources relevant to conservation and sustainable use, taking into account needs of developing countries.",Other Contracting Parties,"Under Article 17(1) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to facilitate the exchange of information from all publicly available sources relevant to conservation and sustainable use, taking into account the needs of developing countries."
CBD_M056,CBD,"CBD, Article 17(2)",Contracting Party,"Duty: Include exchange of results, specialized knowledge and indigenous/traditional knowledge, and where feasible, repatriation of information.",Other Contracting Parties; IPLCs,"Under Article 17(2) of the CBD, Contracting Party has a duty towards Other Contracting Parties; IPLCs, to include the exchange of results, specialized knowledge and indigenous/traditional knowledge, and, where feasible, the repatriation of information."
CBD_M057,CBD,"CBD, Article 18(1)",Contracting Party,"Duty: Promote international technical and scientific cooperation in the field of conservation and sustainable use, where necessary through appropriate institutions.",Other Contracting Parties; Relevant Bodies,"Under Article 18(1) of the CBD, Contracting Party has a duty towards Other Contracting Parties; Relevant Bodies, to promote international technical and scientific cooperation in the field of conservation and sustainable use, where necessary through appropriate institutions."
CBD_M058,CBD,"CBD, Article 18(2)",Contracting Party,"Duty: Promote technical and scientific cooperation with other Parties, in particular developing countries, including through national policy development and implementation.",Developing States,"Under Article 18(2) of the CBD, Contracting Party has a duty towards Developing States, to promote technical and scientific cooperation with other Parties, in particular developing countries, including through national policy development and implementation."
CBD_M059,CBD,"CBD, Article 18(3)",COP,Duty: Determine how to establish a Clearing-House Mechanism to promote and facilitate technical and scientific cooperation.,Clearing-House,"Under Article 18(3) of the CBD, COP has a duty towards Clearing-House, to determine how to establish a Clearing-House Mechanism to promote and facilitate technical and scientific cooperation."
CBD_M060,CBD,"CBD, Article 18(4)",Contracting Party,"Duty: Encourage and develop methods of cooperation for development and use of technologies, including indigenous and traditional technologies; promote training and exchange of experts.",IPLCs,"Under Article 18(4) of the CBD, Contracting Party has a duty towards IPLCs, to encourage and develop methods of cooperation for the development and use of technologies, including indigenous and traditional technologies, and to promote training and the exchange of experts."
CBD_M061,CBD,"CBD, Article 18(5)",Contracting Party,Duty: Promote joint research programmes and joint ventures for development of technologies relevant to the Convention’s objectives (subject to mutual agreement).,Other Contracting Parties,"Under Article 18(5) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to promote joint research programmes and joint ventures for the development of technologies relevant to the Convention’s objectives, subject to mutual agreement."
CBD_M062,CBD,"CBD, Article 19(1)",Contracting Party,"Duty: Take measures to provide for effective participation in biotechnological research by Parties providing genetic resources, especially developing countries.",Resource-Providing Party,"Under Article 19(1) of the CBD, Contracting Party has a duty towards Resource-Providing Party, to take measures to provide for the effective participation in biotechnological research by Parties providing genetic resources, especially developing countries."
CBD_M063,CBD,"CBD, Article 19(2)",Contracting Party,Duty: Take practicable measures to promote and advance priority access on a fair and equitable basis to results and benefits of biotechnologies based on provided genetic resources; on mutually agreed terms.,Resource-Providing Party,"Under Article 19(2) of the CBD, Contracting Party has a duty towards Resource-Providing Party, to take practicable measures to promote and advance priority access, on a fair and equitable basis and on mutually agreed terms, to the results and benefits of biotechnologies based on genetic resources provided by those Parties."
CBD_M064,CBD,"CBD, Article 19(3)",Contracting Party,"Duty: Consider the need for and modalities of a protocol on advance informed agreement for safe transfer, handling and use of living modified organisms that may have adverse effects.",Other Contracting Parties,"Under Article 19(3) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to consider the need for, and modalities of, a protocol on advance informed agreement for the safe transfer, handling and use of living modified organisms that may have adverse effects."
CBD_M065,CBD,"CBD, Article 19(4)",Contracting Party,Duty: Provide available information on use and safety regulations and potential adverse impacts of LMOs to the Party into which the organisms are to be introduced.,Other Contracting Parties,"Under Article 19(4) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to provide available information on the use and safety regulations, and on the potential adverse impacts, of LMOs to the Party into which the organisms are to be introduced."
CBD_M066,CBD,"CBD, Article 20(1)",Contracting Party,"Duty: Provide, in accordance with capabilities, financial support and incentives for national activities to achieve the Convention’s objectives.",Stakeholders,"Under Article 20(1) of the CBD, Contracting Party has a duty towards Stakeholders, to provide, in accordance with capabilities, financial support and incentives for national activities to achieve the Convention’s objectives."
CBD_M067,CBD,"CBD, Article 20(2)",Developed States,"Duty: Provide new and additional financial resources to enable Developing States to meet agreed full incremental costs of implementing obligations, via the Article 21 institutional structure.",Developing States,"Under Article 20(2) of the CBD, Developed States has a duty towards Developing States, to provide new and additional financial resources to enable Developing States to meet the agreed full incremental costs of implementing obligations, through the institutional structure under Article 21."
CBD_M068,CBD,"CBD, Article 20(3)",Developed States,"Liberty: May provide financial resources through bilateral, regional and other multilateral channels.",Developing States,"Under Article 20(3) of the CBD, Developed States has a duty towards Developing States, to provide financial resources through bilateral, regional and other multilateral channels."
